xI_real,xI_imag,yout_real,yout_imag
0.561554821,0.135595334,-0.50958182,0.522399558
0.62933996,0.166749307,-0.590621183,0.459034918
0.641645629,0.162169835,-0.591987799,0.451044288
0.595995034,0.121261854,-0.57121105,0.384756832
0.495297095,0.047202299,-0.461232258,0.338840357
0.347346899,-0.053005083,-0.280040575,0.333346205
0.164180748,-0.169112427,-0.005554835,0.303025755
-0.038982287,-0.288739703,0.300157928,0.087840518
-0.24527511,-0.398485122,0.578088066,-0.009514739
-0.437728848,-0.485365472,0.711458987,-0.097768801
-0.600852354,-0.538204588,0.807486856,-0.16026042
-0.722046886,-0.54886545,0.8592473,-0.265405161
-0.792720888,-0.51320348,0.856893049,-0.320440536
-0.809063148,-0.431492608,0.814358095,-0.371140753
-0.772306833,-0.308698229,0.740306073,-0.368741266
-0.688461828,-0.153956322,0.61463911,-0.366893104
-0.567656481,0.020439396,0.452014882,-0.390743028
-0.423195443,0.199994114,0.18003266,-0.474987388
-0.270143753,0.369674662,-0.109354847,-0.495250074
-0.12387767,0.5153663,-0.384189352,-0.473709505
0.00131273,0.625166786,-0.51604132,-0.407328656
0.093771682,0.690888508,-0.59366269,-0.39753028
0.14531039,0.708478138,-0.611536048,-0.363860561
0.151951314,0.678418149,-0.585636274,-0.374484359
0.114634477,0.605994657,-0.493971948,-0.368676076
0.038607438,0.50024608,-0.421721102,-0.369438271
-0.067174781,0.373007786,-0.285455118,-0.380402986
-0.190635747,0.237811921,-0.119840598,-0.45326803
-0.318108164,0.1083334,0.090487574,-0.524501047
-0.435602605,-0.002932547,0.340691649,-0.522702675
-0.530139942,-0.085949379,0.473113635,-0.439565541
-0.591193285,-0.133905413,0.562212117,-0.407536123
-0.611509662,-0.143891197,0.593475375,-0.346372585
-0.587907284,-0.11711618,0.554118877,-0.328630958
-0.521592632,-0.058133861,0.477623586,-0.268992702
-0.41786373,0.02556774,0.335598293,-0.309869544
-0.285631976,0.124412877,0.158091253,-0.303554195
-0.136455922,0.228160884,-0.080437946,-0.288630385
0.016608331,0.326809834,-0.325933464,-0.173584249
0.160325695,0.411699796,-0.511939265,-0.132881798
0.282643675,0.476348063,-0.600158261,-0.079415223
0.37375346,0.516822911,-0.647192428,-0.06457515
0.427152776,0.532024389,-0.702604712,-0.051633217
0.440223708,0.52345597,-0.698291336,-0.073373697
0.414246842,0.49479683,-0.659052219,-0.08379838
0.35433261,0.451174524,-0.613258634,-0.114227391
0.268808668,0.398363517,-0.535836807,-0.138061897
0.168207123,0.342110559,-0.497237718,-0.188051898
0.064186939,0.287345219,-0.393904879,-0.220611948
-0.031732431,0.237705509,-0.336604316,-0.317808515
-0.109351374,0.195226213,-0.211760726,-0.368611147
-0.160885395,0.160342584,-0.135771852,-0.4140834
-0.181719147,0.132020672,-0.051034512,-0.370119373
-0.17068587,0.108016631,-0.013342417,-0.353199768
-0.130328841,0.085771397,-0.032396651,-0.253085292
-0.066614752,0.06264354,-0.028505218,-0.22205275
0.011904727,0.036246012,-0.022024606,-0.0484904
0.094916995,0.005325752,-0.017896519,0.071448345
0.171514339,-0.030382686,-0.023577039,0.26722084
0.231333449,-0.069967469,-0.031016418,0.334894189
0.265581682,-0.11130764,-0.01738739,0.359718796
0.268107329,-0.151738957,0.013529221,0.382175916
0.235860592,-0.187954969,0.034778397,0.370837054
0.169279715,-0.216666243,0.090249955,0.332980124
0.072491848,-0.235309246,0.186738627,0.274905127
-0.047344771,-0.241863107,0.285034588,0.141065742
-0.180661485,-0.235290341,0.394667942,-0.025596019
-0.316203492,-0.215690491,0.477016917,-0.188836698
-0.442202208,-0.184169498,0.531666354,-0.283186786
-0.547390359,-0.142698909,0.533895601,-0.394657887
-0.622007138,-0.093725385,0.52379165,-0.44491937
-0.658661462,-0.040125703,0.530115515,-0.500574053
-0.652893333,0.015406353,0.491688344,-0.524900012
-0.603670653,0.07067282,0.423733931,-0.519147157
-0.51339871,0.123602354,0.322589332,-0.481562426
-0.387422745,0.172765428,0.203184353,-0.461395207
-0.23361726,0.217421536,0.005862394,-0.363829321
-0.061794662,0.257051127,-0.178866068,-0.231023076
0.117314972,0.291474962,-0.402709954,-0.027082575
0.292931935,0.320591515,-0.556039031,0.129009136
0.455079624,0.344165892,-0.613714957,0.208202502
0.595438984,0.361969305,-0.712420721,0.23607755
0.707822631,0.373572273,-0.773879758,0.310797105
0.788636531,0.378376252,-0.781455616,0.363926614
0.836974585,0.376008075,-0.797519733,0.406049666
0.854362068,0.366449247,-0.807002097,0.394458398
0.844514066,0.350120668,-0.816717964,0.421951149
0.812668921,0.328089114,-0.801032047,0.422018279
0.7649939,0.302080207,-0.790034147,0.427735443
0.707851396,0.274422596,-0.752983504,0.376509445
0.646984117,0.247865535,-0.732370982,0.336162585
0.587235295,0.225251876,-0.702134439,0.263168414
0.531777697,0.209207928,-0.671246542,0.233933022
0.481868225,0.201557716,-0.611257611,0.184807578
0.437380444,0.202974052,-0.610719939,0.162831484
0.396559549,0.212963217,-0.582583864,0.103671903
0.356382174,0.229565489,-0.597488325,0.077695763
0.313392423,0.249361688,-0.581380015,0.023305639
0.264056909,0.267838239,-0.543128581,-0.018590226
0.205435895,0.279824761,-0.508776335,-0.081254788
0.135693226,0.280153065,-0.42719456,-0.100713248
0.054392528,0.264288961,-0.360479088,-0.194873944
-0.037297301,0.229120835,-0.293113289,-0.25495524
-0.136609215,0.173564328,-0.167594011,-0.34208327
-0.239332602,0.09877398,0.023765215,-0.393100416
-0.340425858,0.008493754,0.214339661,-0.40982523
-0.434454135,-0.091077956,0.411877875,-0.391479549
-0.516021504,-0.191935473,0.556483074,-0.31967874
-0.580424007,-0.28484993,0.686515068,-0.293862431
-0.624040998,-0.36035607,0.753716181,-0.257369073
-0.644689421,-0.409856394,0.796898803,-0.218924743
-0.641644401,-0.426470263,0.814076556,-0.220069138
-0.61572637,-0.406096199,0.780362898,-0.170489779
-0.5691406,-0.348115078,0.746873495,-0.170925235
-0.50472716,-0.255369343,0.645038009,-0.149225797
-0.425953702,-0.134235136,0.524806226,-0.194423626
-0.336563466,0.005730212,0.31130526,-0.253474022
-0.239852845,0.15286789,0.069107459,-0.335780812
-0.138738725,0.294336872,-0.216341459,-0.324424817
-0.035549178,0.417419201,-0.417905499,-0.32418136
0.067943026,0.510902489,-0.541673117,-0.271032203
0.170249245,0.5659264,-0.573747309,-0.247319399
0.270010654,0.577198006,-0.648536342,-0.197185004
0.365444599,0.54355849,-0.667699494,-0.129790567
0.454302759,0.467698895,-0.669101222,-0.051447258
0.533750677,0.356184302,-0.655210468,0.054212518
0.600125207,0.218812404,-0.614442443,0.17216414
0.649304752,0.067459571,-0.573417889,0.320870338
0.676913432,-0.084993007,-0.465395326,0.477155522
0.678860306,-0.225975015,-0.400364681,0.569249449
0.651991287,-0.344381794,-0.267329362,0.655330546
0.594495544,-0.431688533,-0.163222727,0.662914855
0.506611765,-0.482580512,-0.103608992,0.677480975
0.390929249,-0.495194179,0.005604813,0.595538409
0.252414261,-0.471527128,0.074825655,0.510595874
0.098302216,-0.416851634,0.235552976,0.378375346
-0.062373358,-0.338885958,0.314591151,0.20920829
-0.219390392,-0.247284293,0.381193238,-0.055683913
-0.362277548,-0.152354574,0.372839812,-0.27208699
-0.481239177,-0.064137147,0.393650972,-0.399032179
-0.568072446,0.008380878,0.392988108,-0.469864517
-0.616984923,0.058368959,0.391504178,-0.508459099
-0.625108264,0.081250799,0.384541435,-0.51379818
-0.592910415,0.075019786,0.41041866,-0.442735302
-0.523932428,0.040681547,0.390428716,-0.412465934
-0.424386939,-0.018522006,0.374107794,-0.327938223
-0.302665609,-0.097569756,0.378808599,-0.194437623
-0.168237571,-0.1899628,0.411111497,-0.049300586
-0.030867108,-0.28865454,0.46579131,0.173670174
0.100359769,-0.386638004,0.399907081,0.398390794
0.217938667,-0.477538061,0.320175093,0.572761182
0.316195269,-0.556194831,0.274470017,0.674582955
0.391904748,-0.618893556,0.242164694,0.792936005
0.44422024,-0.663722498,0.236073622,0.802352248
0.474009246,-0.690565565,0.231989448,0.86881413
0.483716217,-0.700755764,0.224408336,0.852922385
0.476711208,-0.696935074,0.199313252,0.869594031
0.456505991,-0.682732243,0.202638211,0.849213991
0.42630818,-0.662252047,0.188330094,0.845566855
0.388571888,-0.639636515,0.193105168,0.801303832
0.344850672,-0.618621698,0.186840362,0.756701743
0.295732205,-0.60213871,0.170638945,0.725736905
0.241148916,-0.592036362,0.18811907,0.692226848
0.180905698,-0.588867776,0.218241927,0.619389138
0.11484828,-0.591825729,0.255622583,0.609838797
0.0433358,-0.598894927,0.348950786,0.546393665
-0.032282893,-0.607037409,0.379624932,0.490935438
-0.109632691,-0.612509067,0.481105298,0.427634241
-0.185275649,-0.611301103,0.526043122,0.379060783
-0.254978291,-0.599594641,0.590131713,0.316716347
-0.314167072,-0.574266704,0.59729831,0.249839358
-0.358349593,-0.533230044,0.580595804,0.194309877
-0.38378503,-0.475874344,0.570404372,0.141643362
-0.3879826,-0.403281181,0.543493723,0.104794166
-0.369978215,-0.317950193,0.461133102,0.044971025
-0.330565789,-0.223990414,0.415705676,-0.016479742
-0.272237854,-0.12688163,0.301407084,-0.099267944
-0.198946496,-0.032640873,0.198645405,-0.127683507
-0.115627647,0.052407554,0.031815889,-0.103654803
-0.027645548,0.122330557,-0.096833248,-0.069922269
0.059748857,0.172294322,-0.245842897,0.027229519
0.142061656,0.198716614,-0.341581251,0.072065531
0.215806959,0.200017142,-0.373074965,0.12953294
0.278769183,0.176760719,-0.377019228,0.164195017
0.330221129,0.131234601,-0.398757261,0.207813967
0.370421162,0.067608167,-0.329979744,0.281281783
0.400314772,-0.008436828,-0.302782592,0.324892038
0.421296092,-0.090446291,-0.272259429,0.423232749
0.434621112,-0.171614926,-0.219937817,0.444047478
0.441133284,-0.2454447,-0.188673988,0.529583396
0.441052464,-0.306356185,-0.1610797,0.557494445
0.434021209,-0.34995869,-0.125362021,0.573343457
0.41929948,-0.373531353,-0.105351037,0.575915068
0.395911423,-0.376197758,-0.087458733,0.600304218
0.363341365,-0.358517871,-0.084460567,0.548424502
0.3220913,-0.322553829,-0.05210661,0.531442701
0.273884562,-0.271662887,-0.043488443,0.475615855
0.22189944,-0.209778007,-0.017954195,0.427613674
0.170744573,-0.141249071,-0.009473041,0.36776636
0.126145325,-0.070362352,-0.057162253,0.291750658
0.09433111,-0.000924405,-0.145334424,0.201624055
0.081328712,0.063762659,-0.219527937,0.130941423
0.091970655,0.121339548,-0.290575546,0.071541651
0.128973148,0.170209524,-0.352486186,0.060136952
0.19251586,0.209404715,-0.403334673,0.039859418
0.279517285,0.238884804,-0.4743357,0.095263359
0.383499898,0.259191474,-0.55893743,0.119759589
0.49524735,0.271278399,-0.620630028,0.155196184
0.603330564,0.27643592,-0.688824862,0.216036986
0.695323238,0.276149079,-0.711906769,0.294717808
0.759208346,0.272067493,-0.733705598,0.371671967
0.784690047,0.265772604,-0.747232457,0.400582617
0.764697358,0.258868298,-0.746121819,0.395495919
0.696284001,0.252852028,-0.739178348,0.342776581
0.58131713,0.248854502,-0.687820589,0.263058845
0.426703678,0.247728671,-0.623816239,0.127592819
0.243804258,0.249868894,-0.556413639,0.027053943
0.047498218,0.25513864,-0.498428423,-0.196093867
-0.145282957,0.262809402,-0.374507693,-0.451449003
-0.317256921,0.271567575,-0.163158481,-0.665129995
-0.452621731,0.279681363,-0.026632792,-0.718121798
-0.538704808,0.284986578,0.098667529,-0.752335271
-0.567382357,0.285346398,0.165866816,-0.736424435
-0.536177037,0.278912689,0.17592262,-0.676836753
-0.448193148,0.264204828,0.1811524,-0.594151959
-0.311974516,0.24066472,0.103852648,-0.510296011
-0.140861043,0.20880778,-0.022653008,-0.330473885
0.048816626,0.170284583,-0.150854823,-0.106686904
0.239119696,0.127864936,-0.235461232,0.19308787
0.412447227,0.085204306,-0.311785916,0.369884559
0.553490159,0.046557489,-0.402736091,0.46625449
0.650274592,0.016105321,-0.435427395,0.500918391
0.695777506,-0.002406822,-0.490042944,0.529179024
0.688368775,-0.00622275,-0.481560926,0.52653431
0.631240893,0.005674973,-0.474240022,0.446396874
0.532411306,0.032448114,-0.473260192,0.36063705
0.403622742,0.071235703,-0.453880716,0.271057785
0.25869276,0.117287918,-0.413569162,0.188826497
0.112190892,0.164340279,-0.424509607,0.042487197
-0.022175065,0.205221899,-0.422187118,-0.170971339
-0.132929197,0.232774362,-0.328762168,-0.391087093
-0.211823436,0.240426774,-0.227565715,-0.455260236
-0.254542943,0.223397102,-0.098002414,-0.494460061
-0.26089817,0.17940592,-0.050330843,-0.463496291
-0.234532825,0.108614118,0.016466934,-0.382213388
-0.182340865,0.014346426,0.087702189,-0.348747116
-0.113574794,-0.097106322,0.231747757,-0.192797446
-0.038676361,-0.217274497,0.408669322,0.016354776
0.031818661,-0.336085507,0.44756751,0.251787168
0.088388783,-0.44296841,0.454974285,0.411829162
0.123447378,-0.527865286,0.426378295,0.50571512
0.13200414,-0.582479129,0.416638083,0.549196443
0.112082859,-0.600972848,0.380876619,0.564554693
0.064603679,-0.580479187,0.373352653,0.535115327
-0.006673937,-0.52200997,0.342092339,0.447470054
-0.095540723,-0.429905701,0.36753544,0.322988535
-0.194224937,-0.311302799,0.387395627,0.132151251
-0.294021017,-0.17580214,0.369588334,-0.102846919
-0.386233487,-0.034186752,0.301076058,-0.324417602
-0.462960826,0.102518592,0.246400886,-0.504883305
-0.517699079,0.224124922,0.162049384,-0.60279405
-0.54619659,0.322177579,0.129068659,-0.675483555
-0.546536477,0.390679837,0.092475455,-0.704438289
-0.519288295,0.426677673,0.052684717,-0.729452226
-0.467792984,0.429811446,0.039011016,-0.680096681
-0.397670573,0.402479727,0.030680298,-0.633083578
-0.316340487,0.349533537,-0.000851424,-0.557464931
-0.232408159,0.277069152,-0.037030094,-0.493588558
-0.154899784,0.192100666,-0.049401014,-0.381206703
-0.092448877,0.101657017,-0.022996203,-0.30076827
-0.052402808,0.01203608,0.092860694,-0.196514842
-0.040244752,-0.071428397,0.211175038,-0.106205779
-0.058790905,-0.144979876,0.319579716,-0.052726535
-0.107840025,-0.206244116,0.402525415,-0.00549404
-0.184352014,-0.254185239,0.461256439,-0.015388198
-0.282240017,-0.289061845,0.528086468,-0.06635331
-0.392854396,-0.311846077,0.608215519,-0.081286841
-0.505903641,-0.324026854,0.675865393,-0.15358383
-0.610186492,-0.327169391,0.728974062,-0.21887527
-0.694696825,-0.322698822,0.770492694,-0.319604192
-0.749669523,-0.31182647,0.775257907,-0.356658917
-0.767573229,-0.295315206,0.777734891,-0.379659964
-0.743922658,-0.273731032,0.73236335,-0.347286409
-0.677622169,-0.247494045,0.713553118,-0.319521917
-0.57127767,-0.217003848,0.640704472,-0.245541211
-0.431131606,-0.18277782,0.54748242,-0.175126115
-0.266387251,-0.145460982,0.444847687,-0.108973361
-0.088311496,-0.106110592,0.34804791,-0.00206604
0.090764583,-0.065968978,0.226294961,0.257921031
0.258637699,-0.0264455,0.010251302,0.512959194
0.404422082,0.010871789,-0.226767876,0.579719861
0.519450337,0.044692509,-0.392314363,0.552276455
0.598106968,0.073782701,-0.491567687,0.51738777
0.638312313,0.097076708,-0.544408458,0.484660447
0.641375853,0.114127364,-0.585557773,0.470394783
0.611659051,0.124775449,-0.586757237,0.374165535
0.555970378,0.129077264,-0.59481367,0.315193192
0.482633419,0.127347048,-0.547571577,0.2528862
0.400443425,0.119942106,-0.513342128,0.202636255
0.317636057,0.107191784,-0.425081217,0.215615037
0.241019142,0.089315108,-0.373568074,0.141576096
0.175243427,0.066388729,-0.309192075,0.135658302
0.122499218,0.038407577,-0.244720682,0.094713409
0.08264021,0.005272302,-0.165731853,0.103617907
0.053353806,-0.033160209,-0.047417199,0.059276165
0.030663162,-0.076699715,0.02334306,0.05130566
0.009815959,-0.124729665,0.14297343,0.088492254
-0.013883197,-0.17637739,0.273279337,0.061279037
-0.044336566,-0.230235292,0.364184698,0.069815571
-0.084033043,-0.284461618,0.414330468,0.067489615
-0.133704249,-0.336978015,0.482457454,0.091383512
-0.19221094,-0.385340089,0.527293814,0.118252422
-0.256794658,-0.427232221,0.574539813,0.114064327
-0.323635181,-0.460643352,0.619759914,0.118938886
-0.388363086,-0.483702974,0.677433318,0.078090714
-0.446771811,-0.495125789,0.725458718,0.053849785
-0.495586908,-0.494309526,0.768768697,-0.009740273
-0.532903567,-0.481186592,0.786174269,-0.07475495
-0.558521849,-0.456305028,0.819246678,-0.097316231
-0.573929667,-0.420685592,0.795565429,-0.148712059
-0.58197484,-0.375658378,0.778022788,-0.192523216
-0.586408532,-0.322807445,0.741964903,-0.224779521
-0.591045917,-0.263779994,0.701584734,-0.263674519
-0.599070767,-0.200039742,0.672487864,-0.321927159
-0.612414712,-0.132903808,0.611860076,-0.357366202
-0.630981734,-0.06370961,0.572592491,-0.399936417
-0.652443837,0.006291067,0.531193625,-0.47951985
-0.672423342,0.075985061,0.483615859,-0.562002529
-0.684798132,0.144201973,0.43086059,-0.604489014
-0.682468187,0.209689728,0.375499605,-0.647637443
-0.658351739,0.271134398,0.319532563,-0.660869896
-0.606366341,0.327016253,0.266290437,-0.623174501
-0.522549198,0.375836629,0.179487411,-0.617535527
-0.406049888,0.41623996,0.061322361,-0.587710476
-0.25949982,0.446778234,-0.059575578,-0.525463022
-0.089133854,0.466393493,-0.252769518,-0.447508084
0.095347659,0.474651645,-0.424985073,-0.30789346
0.281616564,0.471465688,-0.559533517,-0.148608611
0.455781643,0.457486295,-0.680568221,0.021578858
0.603778127,0.434011125,-0.742037309,0.157725102
0.712930183,0.402809507,-0.772584515,0.273658312
0.773184356,0.366343873,-0.788340001,0.331732537
0.778493533,0.327213692,-0.76597887,0.365162804
0.72767172,0.288105739,-0.713640953,0.334986202
0.624399153,0.251928037,-0.677244246,0.242188165
0.477197533,0.221147142,-0.595549029,0.177076445
0.29876186,0.197728062,-0.483575204,0.087165312
0.104610109,0.183178459,-0.40344726,-0.033032372
-0.088303789,0.178319609,-0.357592762,-0.290373878
-0.263286571,0.183318356,-0.186384147,-0.53004077
-0.405576051,0.197678004,0.02910489,-0.658885757
-0.503646715,0.22035356,0.149554764,-0.664956996
-0.550402237,0.249786018,0.205296076,-0.671577979
-0.543774721,0.284009374,0.199313317,-0.667782587
-0.486588102,0.320923514,0.175492338,-0.601514155
-0.386280837,0.358291265,0.094224403,-0.584592177
-0.254052457,0.393892748,-0.014110429,-0.489127728
-0.103415129,0.425697377,-0.193433189,-0.447942864
0.051091417,0.451937021,-0.347388113,-0.334724567
0.195425584,0.471218763,-0.468646371,-0.231613606
0.317460387,0.482535631,-0.54378429,-0.137645751
0.407876432,0.485430396,-0.601700847,-0.091412028
0.461094256,0.479836844,-0.666692764,-0.052657698
0.47547218,0.466035896,-0.652764222,-0.04301635
0.452946886,0.444970345,-0.618185747,-0.031452707
0.398810301,0.417737928,-0.619550927,-0.066422575
0.320811347,0.385411623,-0.576582652,-0.11144338
0.228013688,0.349313895,-0.534003001,-0.143762372
0.12983551,0.310535828,-0.475594159,-0.171312022
0.03499485,0.269930085,-0.386557259,-0.239794219
-0.049293297,0.228140859,-0.332869397,-0.306303772
-0.117983578,0.185250164,-0.217553455,-0.367602737
-0.168456703,0.141156723,-0.098038827,-0.389183609
-0.200334806,0.095569223,-0.007579101,-0.407852798
-0.215437395,0.04782224,0.077138769,-0.357969297
-0.217389069,-0.002615275,0.151249816,-0.34656014
-0.21083078,-0.056017805,0.234316455,-0.273358643
-0.200779116,-0.112342125,0.304261762,-0.227173379
-0.191998664,-0.171014526,0.373928014,-0.17130476
-0.188446381,-0.230907355,0.440933334,-0.075194265
-0.192899218,-0.290282936,0.473267394,0.00722432
-0.206648419,-0.347053111,0.52112917,0.076649597
-0.229508627,-0.398792461,0.533497051,0.140670607
-0.260040561,-0.442826732,0.602938836,0.164820027
-0.295625463,-0.476957342,0.607384368,0.155985051
-0.332798549,-0.499465121,0.642187808,0.183194134
-0.367772623,-0.509151172,0.675068091,0.164264517
-0.396744067,-0.50581474,0.6904938,0.142381817
-0.416314128,-0.490036419,0.705314898,0.106218028
-0.423781964,-0.463196234,0.699925743,0.078470302
-0.417304422,-0.427382625,0.690504575,0.062204176
-0.396192714,-0.384931021,0.639448252,0.056063236
-0.360800893,-0.338403973,0.592009127,0.046245708
-0.312393847,-0.290102583,0.53952815,0.038277494
-0.25325376,-0.241721435,0.478182968,0.013085775
-0.186466417,-0.194500819,0.418803544,0.001985298
-0.115616623,-0.148980614,0.345834991,0.025622415
-0.044528518,-0.105050839,0.26362958,0.082978913
0.022973688,-0.062142427,0.165340358,0.141887861
0.083333387,-0.019455789,0.027493002,0.198803315
0.133544134,0.023664142,-0.086061016,0.269041646
0.171252817,0.067645503,-0.168079148,0.254165559
0.195038171,0.112253826,-0.281325258,0.252005286
0.204456848,0.156403694,-0.349025777,0.158495921
0.199794432,0.198463947,-0.383861563,0.105656145
0.182314261,0.236204588,-0.396642317,0.023683561
0.154117158,0.267006965,-0.429047577,-0.003459085
0.117632056,0.28823907,-0.402059488,-0.085030214
0.075630381,0.297592425,-0.426326335,-0.146945141
0.030888147,0.293439379,-0.360262954,-0.216637602
-0.014149104,0.275012616,-0.344547532,-0.239721544
-0.057299011,0.242732571,-0.28567229,-0.283946874
-0.097084228,0.197989489,-0.221452622,-0.327912536
-0.132711615,0.142924798,-0.123915864,-0.353797007
-0.1636445,0.080614832,-0.054899674,-0.363115807
-0.189952929,0.014325863,0.114020879,-0.351720185
-0.212148774,-0.052953962,0.246292834,-0.343297714
-0.230642182,-0.118528905,0.372168279,-0.300014391
-0.245851242,-0.180528538,0.463582574,-0.23535612
-0.257954786,-0.237935592,0.529667963,-0.174177297
-0.266727075,-0.290542715,0.58136796,-0.108732835
-0.271765556,-0.338829245,0.62943259,-0.030326849
-0.272323501,-0.383539772,0.628231327,0.044794198
-0.267487423,-0.425617822,0.671523382,0.093992119
-0.25656665,-0.46559519,0.647199124,0.147063382
-0.239173034,-0.503100572,0.674783567,0.225878204
-0.215412857,-0.536973181,0.677239663,0.238722191
-0.186000574,-0.565106615,0.660193494,0.321722695
-0.152301121,-0.584695683,0.621721983,0.361014465
-0.11624679,-0.592565746,0.632841982,0.418295594
-0.080096197,-0.585561604,0.586298535,0.453965768
-0.046284941,-0.561308109,0.533872728,0.476226804
-0.017000677,-0.518494233,0.454501851,0.472899
0.006283049,-0.457315038,0.400904121,0.462258814
0.022911037,-0.379907414,0.342626848,0.416429167
0.033122238,-0.290210012,0.271116044,0.348367684
0.038212239,-0.193776388,0.225263342,0.284174362
0.040503412,-0.097244888,0.124452532,0.263175385
0.042979111,-0.007754377,-0.026302808,0.182582415
0.048930093,0.067811882,-0.178127857,0.166558241
0.061520141,0.123695241,-0.282794328,0.101659536
0.083225628,0.155640311,-0.310605683,0.084990795
0.115515992,0.161690038,-0.353740253,0.08355933
0.158453091,0.142430678,-0.331009196,0.139590883
0.210491817,0.100419058,-0.326032459,0.196527827
0.268704694,0.040327561,-0.29162877,0.310993611
0.328946181,-0.031567934,-0.23991499,0.402515237
0.386251554,-0.108427519,-0.215028703,0.469049349
0.435424412,-0.183329813,-0.184091409,0.558020376
0.47162447,-0.250075,-0.162304522,0.604828834
0.490974526,-0.303757667,-0.123847558,0.635045808
0.490963705,-0.341060126,-0.111992917,0.687527644
0.470809861,-0.360428242,-0.090547413,0.67465584
0.431563469,-0.361820004,-0.07708173,0.659679936
0.375889519,-0.346584155,-0.03455128,0.613578121
0.307732278,-0.316884363,-0.021060377,0.5669996
0.231796151,-0.275072735,0.041954793,0.476287653
0.153024567,-0.223509008,0.096898556,0.376863172
0.075946877,-0.16400977,0.09517938,0.296541182
0.004194363,-0.097765384,0.09390061,0.155805125
-0.059756291,-0.025478982,0.005375366,-0.025171978
-0.114904522,0.05265882,-0.098964971,-0.192417994
-0.161418137,0.136322779,-0.180522924,-0.325741638
-0.200287185,0.224724511,-0.177718898,-0.388337013
-0.233217975,0.316438544,-0.195876886,-0.522637679
-0.261871654,0.40885829,-0.201142958,-0.570758272
-0.287310875,0.498178957,-0.217456358,-0.657930968
-0.309793707,0.579543043,-0.224121124,-0.6944456
-0.328441933,0.647358041,-0.279648075,-0.754583378
-0.341324674,0.695842764,-0.306530948,-0.798626201
-0.34573443,0.719590062,-0.338854311,-0.838087829
-0.33865791,0.71444433,-0.36855253,-0.788602808
-0.31746259,0.67790445,-0.348295674,-0.789736835
-0.280409243,0.609467709,-0.318898399,-0.71762623
-0.227322001,0.511262974,-0.267542376,-0.660547337
-0.160222857,0.387757073,-0.218635007,-0.522270006
-0.083378953,0.245312323,-0.185965284,-0.386016633
-0.003059355,0.091846845,-0.107594482,-0.212950199
0.072838102,-0.064053693,0.132665196,-0.005492349
0.135602637,-0.213870336,0.372110105,0.283440527
0.176723689,-0.349904375,0.40428637,0.435946585
0.188923606,-0.465932426,0.378152086,0.524721326
0.16729662,-0.557554939,0.415521823,0.56274831
0.110004126,-0.622588149,0.436503258,0.579097487
0.018745085,-0.660801684,0.512840711,0.530238452
-0.100844987,-0.673488634,0.53889974,0.457522356
-0.239677505,-0.663234543,0.626327659,0.359305262
-0.386112875,-0.633274365,0.714481538,0.255840563
-0.526969554,-0.58705637,0.7657126,0.093799757
-0.648940631,-0.527831165,0.797331282,-0.056859746
-0.740017342,-0.45833596,0.816978238,-0.213731121
-0.790837891,-0.380953942,0.778558384,-0.313027644
-0.795700273,-0.29760362,0.771594421,-0.384868081
-0.753268357,-0.2100776,0.68065887,-0.406832042
-0.666913584,-0.120633253,0.599270138,-0.41832603
-0.544072968,-0.031957215,0.445906558,-0.369517695
-0.395465702,0.052561019,0.318385417,-0.358343642
-0.234197392,0.128678842,0.085949627,-0.332445049
-0.074108544,0.191592536,-0.130518248,-0.210631579
0.071598385,0.236282393,-0.318009478,0.012262893
0.191607055,0.258151424,-0.409734181,0.129902329
0.277767675,0.253523738,-0.458593124,0.151042138
0.325502575,0.220475569,-0.420307985,0.186967379
0.33401494,0.15953093,-0.369878353,0.206979603
0.306304179,0.07351015,-0.285607227,0.244850843
0.248284679,-0.032119496,-0.15357925,0.280928644
0.167805275,-0.14934172,0.056958354,0.259495116
0.073695899,-0.268553725,0.215089445,0.235653421
-0.025430506,-0.379127804,0.382333569,0.210672492
-0.122077796,-0.470524938,0.485608022,0.24128927
-0.210501531,-0.533462568,0.575292439,0.23172374
-0.287125965,-0.560621735,0.60181764,0.200035644
-0.350452839,-0.547742728,0.653481008,0.143467968
-0.400606627,-0.49400044,0.628617181,0.094120739
-0.438793901,-0.401815558,0.61116848,0.028293202
-0.466789798,-0.27692184,0.559460042,-0.080071994
-0.48616711,-0.127726137,0.516134242,-0.222664465
-0.497564072,0.035779277,0.383071386,-0.408462239
-0.500550928,0.202860224,0.257151328,-0.539232475
-0.493552094,0.363128222,0.070025866,-0.66661379
-0.474051081,0.507547539,-0.053717622,-0.749029365
-0.439317017,0.628922766,-0.183323798,-0.77543176
-0.386877612,0.722571003,-0.282001297,-0.784595961
-0.315294154,0.786480306,-0.394122982,-0.769402479
-0.225085564,0.820636564,-0.446888022,-0.712541856
-0.118904185,0.8269909,-0.550209295,-0.653901605
-0.001686866,0.808997817,-0.587107422,-0.558269548
0.119388017,0.770525568,-0.652039605,-0.466181788
0.235597006,0.715622607,-0.674316304,-0.371312785
0.337482343,0.647938591,-0.701336566,-0.252276121
0.415889467,0.570313309,-0.67804254,-0.171725764
0.463138098,0.485069993,-0.689419717,-0.103262455
0.474002224,0.393722269,-0.623971072,-0.010441807
0.446438739,0.297326426,-0.50991098,0.025112352
0.381992993,0.197159988,-0.433975657,0.09634393
0.285968134,0.094668185,-0.307334925,0.144466602
0.166948104,-0.008247203,-0.120383699,0.132347161
