xI_actual,xI_real,xI_imag
9.14E-05,-0.501161298,0.312868447
9.14E-05,-0.534912556,0.296917157
9.14E-05,-0.547825079,0.270704186
9.14E-05,-0.538168501,0.235025775
9.14E-05,-0.50561535,0.191078987
9.14E-05,-0.451382641,0.1404168
9.14E-05,-0.378159673,0.084931749
9.15E-05,-0.289982456,0.026810155
9.15E-05,-0.191988867,-0.031588509
9.15E-05,-0.090033138,-0.087814096
9.15E-05,0.009744736,-0.139498006
9.15E-05,0.101371393,-0.184508166
9.15E-05,0.179539946,-0.221105843
9.15E-05,0.239998584,-0.248099738
9.15E-05,0.279888267,-0.264937078
9.15E-05,0.297969802,-0.271781209
9.15E-05,0.294666421,-0.269520609
9.15E-05,0.272013484,-0.259695052
9.15E-05,0.233395963,-0.244362333
9.15E-05,0.183209318,-0.22593145
9.15E-05,0.12644086,-0.206926896
9.15E-05,0.068169217,-0.189804038
9.15E-05,0.013097594,-0.176630205
9.15E-05,-0.034861168,-0.168975455
9.15E-05,-0.072909352,-0.167704747
9.15E-05,-0.099552795,-0.1729401
9.15E-05,-0.114651638,-0.184031791
9.15E-05,-0.11931013,-0.199625035
9.15E-05,-0.115623944,-0.21784632
9.15E-05,-0.106353046,-0.236468046
9.15E-05,-0.094526599,-0.253137929
9.15E-05,-0.083007392,-0.265629011
9.15E-05,-0.074122091,-0.272062721
9.15E-05,-0.069364244,-0.271058671
9.15E-05,-0.06920402,-0.261899193
9.15E-05,-0.073050895,-0.244511176
9.15E-05,-0.079367774,-0.219528137
9.15E-05,-0.085838092,-0.188110597
9.15E-05,-0.089774114,-0.151871579
9.15E-05,-0.088412792,-0.112653673
9.15E-05,-0.079366047,-0.072389381
9.15E-05,-0.060951673,-0.032870869
9.15E-05,-0.032473527,0.004362503
9.15E-05,0.005611457,0.038124276
9.15E-05,0.051668197,0.06765257
9.15E-05,0.103055297,0.092599698
9.15E-05,0.156294934,0.112922514
9.15E-05,0.207479157,0.128900831
9.15E-05,0.252639571,0.14092514
9.15E-05,0.28818784,0.149453951
9.15E-05,0.311290109,0.154901457
9.15E-05,0.320153136,0.157576464
9.15E-05,0.314239999,0.157651695
9.15E-05,0.294268523,0.155224773
9.15E-05,0.262193396,0.150307061
9.15E-05,0.22089594,0.14296296
9.15E-05,0.173950414,0.133340685
9.15E-05,0.125195514,0.121791592
9.15E-05,0.078360774,0.108905677
9.15E-05,0.036679455,0.095524456
9.15E-05,0.002635028,0.082702311
9.15E-05,-0.022267045,0.071669667
9.15E-05,-0.037532016,0.063663691
9.15E-05,-0.043632606,0.059823251
9.15E-05,-0.041860579,0.061026004
9.15E-05,-0.034026342,0.067744541
9.15E-05,-0.022200966,0.079941953
9.15E-05,-0.008375635,0.097016472
9.15E-05,0.005777363,0.117816114
9.15E-05,0.01912946,0.140713472
9.15E-05,0.031185962,0.163733761
9.15E-05,0.042099621,0.184767634
9.15E-05,0.052550425,0.201782952
9.15E-05,0.063522169,0.213048458
9.15E-05,0.076111405,0.217370008
9.15E-05,0.09119077,0.214226966
9.15E-05,0.109198807,0.203870632
9.15E-05,0.129930212,0.187355237
9.15E-05,0.152459079,0.166417891
9.15E-05,0.175130061,0.143355204
9.15E-05,0.195695079,0.120761294
9.15E-05,0.211538954,0.101244271
9.15E-05,0.219996505,0.087163162
9.15E-05,0.218705276,0.080319263
9.15E-05,0.205908953,0.081768851
9.15E-05,0.180809342,0.091620492
9.15E-05,0.143723535,0.109053493
9.15E-05,0.096160638,0.132295397
9.15E-05,0.040803288,0.158846745
9.15E-05,-0.018751228,0.185675971
9.15E-05,-0.078280022,0.209531265
9.15E-05,-0.133367178,0.227274227
9.15E-05,-0.179871076,0.236220485
9.15E-05,-0.214359018,0.234382521
9.15E-05,-0.234540761,0.220739625
9.15E-05,-0.239529781,0.19531002
9.15E-05,-0.229976436,0.159178929
9.15E-05,-0.208103618,0.11439987
9.15E-05,-0.177430175,0.063797684
9.15E-05,-0.14249409,0.010704639
9.15E-05,-0.108329708,-0.041371999
9.15E-05,-0.079965856,-0.089088553
9.15E-05,-0.061846474,-0.129532141
9.15E-05,-0.057321113,-0.160514468
9.15E-05,-0.068264673,-0.180738846
9.15E-05,-0.094775735,-0.189851142
9.15E-05,-0.13515307,-0.188445951
9.16E-05,-0.185956319,-0.177948261
9.16E-05,-0.242347458,-0.160381023
9.16E-05,-0.298532572,-0.138146429
9.16E-05,-0.348331195,-0.11372864
9.16E-05,-0.385792639,-0.089414625
9.16E-05,-0.405830637,-0.067097457
9.16E-05,-0.404748141,-0.04802708
9.16E-05,-0.380644155,-0.032800208
9.16E-05,-0.333690821,-0.021268443
9.16E-05,-0.266143797,-0.012660981
9.16E-05,-0.182221403,-0.005716695
9.16E-05,-0.087748266,0.001129641
9.16E-05,0.010354864,0.009495623
9.16E-05,0.104631053,0.020835707
9.16E-05,0.187816303,0.036223131
9.16E-05,0.253389603,0.05618819
9.16E-05,0.29621414,0.080631915
9.16E-05,0.312943446,0.108776451
9.16E-05,0.302344909,0.139229817
9.16E-05,0.265330353,0.170110899
9.16E-05,0.204928329,0.199211787
9.16E-05,0.125953441,0.224209419
9.16E-05,0.034620562,0.242907128
9.16E-05,-0.062039213,0.253428691
9.16E-05,-0.156719335,0.254418748
9.16E-05,-0.242476954,0.245206268
9.16E-05,-0.313256256,0.225809662
9.16E-05,-0.364370425,0.19703991
9.16E-05,-0.392790832,0.160390244
9.16E-05,-0.397364698,0.117925432
9.16E-05,-0.378790162,0.072131596
9.16E-05,-0.339473343,0.025707589
9.16E-05,-0.283275199,-0.018656882
9.16E-05,-0.215087145,-0.058473747
9.16E-05,-0.140383033,-0.091665138
9.16E-05,-0.064764036,-0.116708548
9.16E-05,0.006545243,-0.132744283
9.16E-05,0.069079347,-0.139653778
9.16E-05,0.119466227,-0.138011915
9.16E-05,0.1556378,-0.129090213
9.16E-05,0.176939812,-0.114662239
9.16E-05,0.184044469,-0.096953258
9.16E-05,0.178867143,-0.078386737
9.16E-05,0.164272767,-0.061448431
9.16E-05,0.143761304,-0.048437673
9.16E-05,0.121125779,-0.041355865
9.16E-05,0.100069796,-0.041712367
9.16E-05,0.083856159,-0.050418034
9.16E-05,0.075057579,-0.067743927
9.16E-05,0.075272168,-0.093268172
9.16E-05,0.085064852,-0.125914682
9.16E-05,0.103916512,-0.164047798
9.16E-05,0.13032496,-0.20557517
9.16E-05,0.161918972,-0.248083208
9.16E-05,0.19578341,-0.289034115
9.16E-05,0.228659703,-0.325922742
9.16E-05,0.257337347,-0.356475795
9.16E-05,0.278885763,-0.378758197
9.16E-05,0.291005513,-0.391336737
9.16E-05,0.292165758,-0.393354847
9.16E-05,0.281794817,-0.384597046
9.16E-05,0.260302171,-0.365453702
9.16E-05,0.229049433,-0.336917728
9.16E-05,0.190234983,-0.300480331
9.16E-05,0.146670054,-0.258040546
9.16E-05,0.101524189,-0.211772226
9.16E-05,0.058068537,-0.163992499
9.16E-05,0.01935115,-0.117035141
9.16E-05,-0.012031552,-0.07310269
9.16E-05,-0.034169765,-0.034197503
9.16E-05,-0.045985806,-0.002018701
9.16E-05,-0.047312912,0.02208173
9.16E-05,-0.038849379,0.037131674
9.16E-05,-0.022102804,0.042570577
9.16E-05,0.000803315,0.038199034
9.16E-05,0.027327901,0.024231893
9.16E-05,0.05480399,0.001222288
9.16E-05,0.080613976,-0.029927182
9.16E-05,0.102481593,-0.067992146
9.16E-05,0.118651479,-0.111454822
9.16E-05,0.128001148,-0.158487772
9.16E-05,0.130105471,-0.207061769
9.16E-05,0.125254993,-0.254907906
9.16E-05,0.114341545,-0.299648858
9.16E-05,0.098747402,-0.338842788
9.16E-05,0.080156744,-0.370113989
9.16E-05,0.060390185,-0.391298441
9.16E-05,0.041175203,-0.400550734
9.16E-05,0.023999315,-0.396535575
9.16E-05,0.009992656,-0.378525334
9.16E-05,-0.000168334,-0.346568989
9.16E-05,-0.006305155,-0.301504418
9.16E-05,-0.008667759,-0.245020358
9.16E-05,-0.007874558,-0.179618427
9.16E-05,-0.004811517,-0.108467363
9.16E-05,-0.000487534,-0.035267022
9.16E-05,0.004112714,0.035987363
9.16E-05,0.008133447,0.101319321
9.16E-05,0.010948325,0.156997549
9.16E-05,0.012253614,0.199854241
9.17E-05,0.012028551,0.227522108
9.17E-05,0.010596527,0.23866828
9.17E-05,0.008489539,0.233064636
9.17E-05,0.006440159,0.211643715
9.17E-05,0.005225392,0.176420454
9.17E-05,0.005621726,0.130356954
9.17E-05,0.008281631,0.077118235
9.17E-05,0.013645617,0.020740024
9.17E-05,0.021975239,-0.034639735
9.17E-05,0.033238314,-0.085123282
9.17E-05,0.047194405,-0.127392785
9.17E-05,0.06338812,-0.158888569
9.17E-05,0.081220667,-0.178006663
9.17E-05,0.100016358,-0.184181969
9.17E-05,0.119045516,-0.177838669
9.17E-05,0.137623141,-0.160326631
9.17E-05,0.155113471,-0.133697565
9.17E-05,0.170977805,-0.100517908
9.17E-05,0.184758309,-0.063603641
9.17E-05,0.196085131,-0.025763222
9.17E-05,0.204677652,0.010399543
9.17E-05,0.210303803,0.042674119
9.17E-05,0.212750241,0.06932854
9.17E-05,0.211886618,0.089178572
9.17E-05,0.207572541,0.101563924
9.17E-05,0.19973736,0.106277937
9.17E-05,0.188399825,0.10347204
9.17E-05,0.173658471,0.093544603
9.17E-05,0.155775282,0.077054443
9.17E-05,0.135162494,0.054654258
9.17E-05,0.112398019,0.027023991
9.17E-05,0.088227975,-0.005105497
9.17E-05,0.06355639,-0.040893513
9.17E-05,0.039359663,-0.079337417
9.17E-05,0.016669605,-0.119196585
9.17E-05,-0.003533139,-0.15891849
9.17E-05,-0.020379616,-0.196608562
9.17E-05,-0.033183295,-0.230029712
9.17E-05,-0.041507494,-0.256726995
9.17E-05,-0.045192626,-0.274089298
9.17E-05,-0.044374016,-0.279644904
9.17E-05,-0.039449537,-0.271238985
9.17E-05,-0.031050246,-0.247300292
9.17E-05,-0.019949907,-0.207136761
9.17E-05,-0.007004019,-0.151070562
9.17E-05,0.006947526,-0.080634578
9.17E-05,0.02116743,0.001448628
9.17E-05,0.035092851,0.091323293
9.17E-05,0.048352005,0.184228038
9.17E-05,0.060822928,0.274789911
9.17E-05,0.072559808,0.357429664
9.17E-05,0.083785961,0.426816294
9.17E-05,0.094806257,0.478319665
9.17E-05,0.105924566,0.508449023
9.17E-05,0.117351066,0.515125584
9.17E-05,0.129142804,0.498018648
9.17E-05,0.141130034,0.458490536
9.17E-05,0.152887823,0.399591572
9.17E-05,0.163759092,0.325765039
9.17E-05,0.172921037,0.242506019
9.17E-05,0.179407225,0.155838849
9.17E-05,0.182280837,0.071808469
9.17E-05,0.180741599,-0.00403881
9.17E-05,0.174230524,-0.067189936
9.17E-05,0.162577262,-0.114496579
9.17E-05,0.146058712,-0.144440455
9.17E-05,0.125470107,-0.157188031
9.17E-05,0.102114843,-0.15451716
9.17E-05,0.077734798,-0.139539705
9.17E-05,0.054423384,-0.116318421
9.17E-05,0.034468208,-0.089386584
9.17E-05,0.020162753,-0.063243461
9.17E-05,0.013591845,-0.041847279
9.17E-05,0.0164522,-0.028191435
9.17E-05,0.029807565,-0.023985057
9.17E-05,0.054010798,-0.029497839
9.17E-05,0.088513407,-0.043556488
9.17E-05,0.131900255,-0.063673318
9.17E-05,0.18189026,-0.086398706
9.17E-05,0.235406321,-0.107677111
9.17E-05,0.288806978,-0.123319277
9.17E-05,0.3380639,-0.12947783
9.17E-05,0.379075296,-0.123072517
9.17E-05,0.407949945,-0.10215849
9.17E-05,0.421290823,-0.066089753
9.17E-05,0.416510798,-0.015644804
9.17E-05,0.392061227,0.047049488
9.17E-05,0.347607076,0.118746386
9.17E-05,0.284138691,0.195381911
9.17E-05,0.203972376,0.272454773
9.17E-05,0.110673306,0.34546821
9.17E-05,0.008899506,0.41031084
9.17E-05,-0.095907619,0.463611128
9.17E-05,-0.197831129,0.503009804
9.17E-05,-0.290842557,0.527276296
9.17E-05,-0.369276216,0.536335068
9.17E-05,-0.428155637,0.531198929
9.17E-05,-0.463624107,0.513758089
9.17E-05,-0.473222491,0.48650281
9.17E-05,-0.456106512,0.452271166
9.18E-05,-0.413169069,0.41390971
9.18E-05,-0.346980523,0.374009551
9.18E-05,-0.26172463,0.334720161
9.18E-05,-0.162852596,0.297635301
9.18E-05,-0.056750777,0.263701951
9.18E-05,0.049686596,0.233293039
9.18E-05,0.149569653,0.206329946
9.18E-05,0.236530736,0.18241008
9.18E-05,0.305132093,0.160995261
9.18E-05,0.351337991,0.141570784
9.18E-05,0.372761662,0.123827992
9.18E-05,0.368864295,0.107699539
9.18E-05,0.340948029,0.093416507
9.18E-05,0.29204765,0.081499812
9.18E-05,0.226694733,0.072641979
9.18E-05,0.150486885,0.067563098
9.18E-05,0.069665898,0.066939151
9.18E-05,-0.009409565,0.07113368
9.18E-05,-0.080757745,0.080195337
9.18E-05,-0.139258785,0.093696987
9.18E-05,-0.181027718,0.110723007
9.18E-05,-0.203680848,0.129946403
9.18E-05,-0.206481007,0.149647217
9.18E-05,-0.190295694,0.167950597
9.18E-05,-0.157493842,0.182906826
9.18E-05,-0.111615737,0.19276409
9.18E-05,-0.05706311,0.196088041
9.18E-05,0.001380346,0.191921808
9.18E-05,0.058931882,0.179884952
9.18E-05,0.111238427,0.160200909
9.18E-05,0.154728061,0.13368068
9.18E-05,0.186821515,0.101618875
9.18E-05,0.206093424,0.065656077
9.18E-05,0.212268503,0.02761329
9.18E-05,0.206117133,-0.010697502
9.18E-05,0.189250156,-0.047618444
9.18E-05,0.163874943,-0.081828447
9.18E-05,0.132450169,-0.112403467
9.18E-05,0.097431066,-0.138874468
9.18E-05,0.060954524,-0.161194843
9.18E-05,0.02470078,-0.179684649
9.18E-05,-0.010315939,-0.194916573
9.18E-05,-0.043676389,-0.207562274
9.18E-05,-0.075577033,-0.218254118
9.18E-05,-0.10663189,-0.227460571
9.18E-05,-0.137687117,-0.235371015
9.18E-05,-0.169613048,-0.241825423
9.18E-05,-0.203057041,-0.246350215
9.18E-05,-0.238252121,-0.24815412
9.18E-05,-0.27487312,-0.246254626
9.18E-05,-0.311981744,-0.239602007
9.18E-05,-0.348046116,-0.227237697
9.18E-05,-0.381007034,-0.208429302
9.18E-05,-0.408494559,-0.182860265
9.18E-05,-0.428027666,-0.15066555
9.18E-05,-0.437259338,-0.112527617
9.18E-05,-0.434252517,-0.069702161
9.18E-05,-0.41767793,-0.023926657
9.18E-05,-0.387017457,0.022670394
9.18E-05,-0.342625528,0.067727732
9.18E-05,-0.285815001,0.10880357
9.18E-05,-0.218747993,0.143591776
9.18E-05,-0.144336974,0.170075571
9.18E-05,-0.066026797,0.186693328
9.18E-05,0.012407806,0.192454612
9.18E-05,0.087168111,0.186981198
9.18E-05,0.154644288,0.170553262
9.18E-05,0.211651894,0.144043652
9.18E-05,0.255663605,0.108819307
9.18E-05,0.284899398,0.066657495
9.18E-05,0.29844764,0.019557959
9.18E-05,0.296248761,-0.030375953
9.18E-05,0.279117206,-0.0811163
9.18E-05,0.248597018,-0.130796737
9.18E-05,0.206888705,-0.177839491
9.18E-05,0.156701372,-0.220994822
9.18E-05,0.101077912,-0.259356891
9.18E-05,0.043242991,-0.292379057
9.18E-05,-0.013555732,-0.319793747
9.18E-05,-0.066189219,-0.341556672
9.18E-05,-0.111846152,-0.357789462
9.18E-05,-0.148086317,-0.368687426
9.18E-05,-0.173014802,-0.374459442
9.18E-05,-0.185355633,-0.375284635
9.18E-05,-0.184550135,-0.371277623
9.18E-05,-0.170764596,-0.362488857
9.18E-05,-0.144942739,-0.348920868
9.18E-05,-0.108756249,-0.330580026
9.18E-05,-0.064539277,-0.307508781
9.18E-05,-0.015169446,-0.279830705
9.18E-05,0.036109549,-0.247845908
9.18E-05,0.085900508,-0.21200874
9.18E-05,0.13087736,-0.172987045
9.18E-05,0.16807462,-0.131670404
9.18E-05,0.195102572,-0.089116931
9.18E-05,0.210399896,-0.04652569
9.18E-05,0.213386818,-0.005206454
9.18E-05,0.204590855,0.033565102
9.18E-05,0.185613034,0.06852117
9.18E-05,0.159072888,0.098595523
9.19E-05,0.128429066,0.122881636
9.19E-05,0.09766396,0.140769953
9.19E-05,0.070983851,0.151918738
9.19E-05,0.052395717,0.156287362
9.19E-05,0.045357136,0.154123028
9.19E-05,0.052367769,0.145918021
9.19E-05,0.074736834,0.132332929
9.19E-05,0.11233772,0.114161879
9.19E-05,0.163582172,0.092236029
9.19E-05,0.225467048,0.067369206
9.19E-05,0.29379539,0.040283244
9.19E-05,0.363498221,0.011569831
9.19E-05,0.429057882,-0.018311117
9.19E-05,0.48496694,-0.049049063
9.19E-05,0.526255053,-0.080451295
9.19E-05,0.548923663,-0.11239749
9.19E-05,0.550301711,-0.144759188
9.19E-05,0.529365338,-0.177359373
9.19E-05,0.486792219,-0.209867535
9.19E-05,0.424960066,-0.241792096
9.19E-05,0.347737905,-0.27239262
9.19E-05,0.260183108,-0.300701127
9.19E-05,0.168081198,-0.325540532
9.19E-05,0.077494593,-0.345558141
9.19E-05,-0.005795421,-0.359347946
9.19E-05,-0.076723812,-0.365519105
9.19E-05,-0.131365469,-0.362867928
9.19E-05,-0.167209165,-0.350468009
9.19E-05,-0.183302253,-0.327816156
9.19E-05,-0.180268089,-0.294933145
9.19E-05,-0.160145359,-0.252414242
9.19E-05,-0.126163609,-0.201471299
9.19E-05,-0.082340833,-0.143897937
9.19E-05,-0.033122997,-0.082000578
9.19E-05,0.017065818,-0.018451713
9.19E-05,0.064199308,0.043862059
9.19E-05,0.104949722,0.102015558
9.19E-05,0.136945166,0.153276492
9.19E-05,0.158864557,0.195294095
9.19E-05,0.170437636,0.226261627
9.19E-05,0.172352146,0.245081515
9.19E-05,0.16604827,0.251402094
9.19E-05,0.153456613,0.24568696
9.19E-05,0.13678573,0.229161846
9.19E-05,0.118169868,0.203696265
9.19E-05,0.099490811,0.17166646
9.19E-05,0.082175787,0.135790692
9.19E-05,0.067107182,0.098876423
9.19E-05,0.05461446,0.063635474
9.19E-05,0.044480174,0.032484512
9.19E-05,0.036091703,0.00737842
9.19E-05,0.028580959,-0.010331728
9.19E-05,0.020996284,-0.019908835
9.19E-05,0.012467417,-0.021282911
9.19E-05,0.002354606,-0.015036352
9.19E-05,-0.009680704,-0.002201095
9.19E-05,-0.023582268,0.015749867
9.19E-05,-0.038960371,0.037105546
9.19E-05,-0.0551122,0.06010238
9.19E-05,-0.071145426,0.083004951
9.19E-05,-0.086068501,0.10428866
9.19E-05,-0.098942385,0.122706869
9.19E-05,-0.10897792,0.137389524
9.19E-05,-0.115632133,0.147798437
9.19E-05,-0.118632874,0.15380156
9.19E-05,-0.118011035,0.155600495
9.19E-05,-0.114052042,0.15365929
9.19E-05,-0.107247143,0.148661212
9.19E-05,-0.098199867,0.141415316
9.19E-05,-0.087532995,0.13282539
9.19E-05,-0.075801536,0.123814221
9.19E-05,-0.06344637,0.115292134
9.19E-05,-0.050742918,0.108101132
9.19E-05,-0.037821889,0.103024725
9.19E-05,-0.024688139,0.100771864
9.19E-05,-0.011310713,0.101930163
9.19E-05,0.002325355,0.107015968
9.19E-05,0.016096327,0.116376709
9.19E-05,0.029714844,0.130219962
9.19E-05,0.042625183,0.148567567
9.19E-05,0.054023257,0.1712002
9.19E-05,0.062900539,0.197653792
9.19E-05,0.068069901,0.227162209
9.19E-05,0.068344256,0.258677122
9.19E-05,0.062630613,0.290851053
9.19E-05,0.050095209,0.322109246
9.19E-05,0.030318318,0.350657087
9.19E-05,0.003404027,0.37461279
9.19E-05,-0.029938325,0.392075035
9.19E-05,-0.068330216,0.401249165
9.19E-05,-0.109863742,0.400577717
9.19E-05,-0.152080775,0.388815656
9.19E-05,-0.192246641,0.365176392
9.19E-05,-0.227492781,0.329378174
9.19E-05,-0.255084105,0.281672175
9.19E-05,-0.272657319,0.222916908
9.19E-05,-0.278441747,0.154474621
9.19E-05,-0.271423712,0.078235773
9.19E-05,-0.251509577,-0.003517149
9.19E-05,-0.219529474,-0.08817147
9.20E-05,-0.177226966,-0.17288541
9.20E-05,-0.127108285,-0.254751439
9.20E-05,-0.072285174,-0.330874278
9.20E-05,-0.016217494,-0.398503654
9.20E-05,0.037587643,-0.455128185
9.20E-05,0.085846881,-0.49857434
9.20E-05,0.125762325,-0.527121721
9.20E-05,0.155294971,-0.539539285
9.20E-05,0.173284178,-0.535210854
9.20E-05,0.179559723,-0.514138668
9.20E-05,0.174940149,-0.477038844
9.20E-05,0.16114019,-0.425336607
9.20E-05,0.140606742,-0.361153376
9.20E-05,0.11628345,-0.287336368
9.20E-05,0.091350663,-0.207310474
9.20E-05,0.068915908,-0.124999827
9.20E-05,0.051735936,-0.044652911
9.20E-05,0.041970433,0.029350958
9.20E-05,0.040981765,0.092756337
9.20E-05,0.049206119,0.14170956
9.20E-05,0.066118883,0.173010417
9.20E-05,0.090287968,0.184398946
9.20E-05,0.119476338,0.174739972
9.20E-05,0.150858028,0.144209244
9.20E-05,0.181283904,0.09434448
9.20E-05,0.207519322,0.028035044
9.20E-05,0.226578883,-0.050614058
9.20E-05,0.235994234,-0.13649287
9.20E-05,0.234001737,-0.223863836
9.20E-05,0.219777952,-0.306702003
9.20E-05,0.193492375,-0.379154173
9.20E-05,0.156337849,-0.435967725
9.20E-05,0.110453696,-0.472912456
9.20E-05,0.058801279,-0.487095677
9.20E-05,0.004890067,-0.477210638
9.20E-05,-0.04740958,-0.443636276
9.20E-05,-0.094241121,-0.388398798
9.20E-05,-0.132017009,-0.315025891
9.20E-05,-0.157703405,-0.228256436
9.20E-05,-0.169092401,-0.13361108
9.20E-05,-0.164947172,-0.03696903
9.20E-05,-0.14513036,0.055885834
9.20E-05,-0.110636522,0.139745979
9.20E-05,-0.063488062,0.210378811
9.20E-05,-0.00664798,0.264762335
9.20E-05,0.056242318,0.301293942
9.20E-05,0.121105453,0.319819241
9.20E-05,0.183742614,0.321503804
9.20E-05,0.240123956,0.308639127
9.20E-05,0.286716408,0.284322901
9.20E-05,0.320706584,0.252104986
9.20E-05,0.340220831,0.215590426
9.20E-05,0.344422761,0.178142947
9.20E-05,0.333591381,0.142512448
9.20E-05,0.30903693,0.110716695
9.20E-05,0.272982421,0.083899267
9.20E-05,0.228353081,0.062354027
9.20E-05,0.178530608,0.045641762
9.20E-05,0.12704554,0.032776993
9.20E-05,0.077281122,0.02247232
9.20E-05,0.032187855,0.013405252
9.20E-05,-0.005929029,0.004427452
9.20E-05,-0.035643538,-0.005194193
9.20E-05,-0.056467777,-0.015669804
9.20E-05,-0.068872904,-0.026646684
9.20E-05,-0.074226947,-0.037262613
9.20E-05,-0.074628881,-0.046245759
9.20E-05,-0.07266993,-0.052109219
9.20E-05,-0.071173962,-0.053386975
9.20E-05,-0.072905356,-0.048798878
9.20E-05,-0.080239585,-0.037541561
9.20E-05,-0.094922567,-0.01936135
9.20E-05,-0.117810902,0.005335237
9.20E-05,-0.148825474,0.035453833
9.20E-05,-0.186790137,0.06930821
9.20E-05,-0.229556171,0.104758174
9.20E-05,-0.274107607,0.139400999
9.20E-05,-0.316815136,0.170775247
9.20E-05,-0.353717669,0.196606194
9.20E-05,-0.380855609,0.215012478
9.20E-05,-0.394620553,0.224622294
9.20E-05,-0.39212181,0.224721305
9.20E-05,-0.371421157,0.215243748
9.20E-05,-0.331824659,0.196770838
9.20E-05,-0.273935932,0.170424212
9.20E-05,-0.199741526,0.137737501
9.20E-05,-0.112484681,0.100525271
9.20E-05,-0.016456787,0.060721093
9.20E-05,0.083245188,0.020249227
9.20E-05,0.181093855,-0.019038309
9.20E-05,0.271536115,-0.055459599
9.20E-05,0.349398631,-0.087501332
9.20E-05,0.410262415,-0.113788587
9.20E-05,0.450815198,-0.133064151
9.20E-05,0.469057822,-0.144141323
9.20E-05,0.464530442,-0.14588173
9.20E-05,0.438257067,-0.137211986
9.20E-05,0.392747048,-0.117138145
9.20E-05,0.331760222,-0.084876918
9.20E-05,0.26000072,-0.039935566
9.21E-05,0.182823652,0.017684997
9.21E-05,0.105770366,0.087384983
9.21E-05,0.034191235,0.167779715
9.21E-05,-0.02716978,0.256639124
9.21E-05,-0.074511745,0.350845077
9.21E-05,-0.105234333,0.446463949
9.21E-05,-0.118131866,0.538892792
9.21E-05,-0.113397453,0.623102595
9.21E-05,-0.092653988,0.694011376
9.21E-05,-0.058739963,0.746798586
9.21E-05,-0.015456723,0.777385655
9.21E-05,0.032697752,0.782771987
9.21E-05,0.080946495,0.761388388
9.21E-05,0.124577444,0.713325627
9.21E-05,0.159328436,0.640414548
9.21E-05,0.181682882,0.546225424
9.21E-05,0.189160236,0.43581056
9.21E-05,0.180466117,0.315420295
9.21E-05,0.155579669,0.19199432
9.21E-05,0.115730866,0.072653171
9.21E-05,0.063273035,-0.035872476
9.21E-05,0.001502031,-0.12778622
9.21E-05,-0.06561381,-0.198692758
9.21E-05,-0.13376281,-0.245920728
9.21E-05,-0.198599253,-0.268762442
9.21E-05,-0.256095841,-0.268422671
9.21E-05,-0.302819185,-0.247891802
9.21E-05,-0.336184339,-0.211591162
9.21E-05,-0.354654063,-0.164953409
9.21E-05,-0.357794189,-0.11383685
9.21E-05,-0.346317613,-0.063990525
9.21E-05,-0.321985812,-0.020478533
9.21E-05,-0.287462472,0.012750708
9.21E-05,-0.246074978,0.033226339
9.21E-05,-0.201565725,0.04011488
9.21E-05,-0.15775859,0.034226389
9.21E-05,-0.118286953,0.01786373
9.21E-05,-0.086291067,-0.005544168
9.21E-05,-0.064172648,-0.031824993
9.21E-05,-0.053443547,-0.056606295
9.21E-05,-0.05455652,-0.07582564
9.21E-05,-0.066967123,-0.086179508
9.21E-05,-0.089131125,-0.085550212
9.21E-05,-0.118666244,-0.073218244
9.21E-05,-0.152568859,-0.049992948
9.21E-05,-0.187498565,-0.01811677
9.21E-05,-0.220008614,0.018945892
9.21E-05,-0.246920468,0.056880292
9.21E-05,-0.265534944,0.090974938
9.21E-05,-0.273905494,0.116602628
9.21E-05,-0.270978727,0.129744463
9.21E-05,-0.256711747,0.12740396
9.21E-05,-0.232018571,0.107952378
9.21E-05,-0.198728309,0.071320803
9.21E-05,-0.159355843,0.019051826
9.21E-05,-0.116902738,-0.045829627
9.21E-05,-0.074560566,-0.119069807
9.21E-05,-0.03536659,-0.195573634
9.21E-05,-0.001955308,-0.269864636
9.21E-05,0.023741387,-0.336607002
9.21E-05,0.040635263,-0.391056774
9.21E-05,0.048647361,-0.42950857
9.21E-05,0.048665606,-0.449599878
9.21E-05,0.042482827,-0.450527166
9.21E-05,0.032598287,-0.433073841
9.21E-05,0.021946241,-0.399487008
9.21E-05,0.013570994,-0.353258265
9.21E-05,0.010301931,-0.298761509
9.21E-05,0.014425527,-0.240823986
9.21E-05,0.027361939,-0.184258303
9.21E-05,0.049480787,-0.133438715
9.21E-05,0.079997886,-0.091871875
9.21E-05,0.116957903,-0.06191303
9.21E-05,0.157392366,-0.044605524
9.21E-05,0.197521945,-0.03955661
9.21E-05,0.233117034,-0.045097871
9.21E-05,0.259869261,-0.058422987
9.21E-05,0.273837636,-0.075933765
9.21E-05,0.271847741,-0.093590454
9.21E-05,0.251847702,-0.107300746
9.21E-05,0.21315756,-0.113357987
9.21E-05,0.156669298,-0.108751719
9.21E-05,0.084792312,-0.091473019
9.21E-05,0.001369183,-0.060674115
9.21E-05,-0.088596328,-0.016763382
9.21E-05,-0.179326926,0.038675866
9.21E-05,-0.264743943,0.103001704
9.21E-05,-0.338926328,0.172797399
9.21E-05,-0.396625461,0.244151444
9.21E-05,-0.433734375,0.312980287
9.21E-05,-0.4475682,0.375412634
9.21E-05,-0.437188134,0.428073081
9.21E-05,-0.403392798,0.468314326
9.21E-05,-0.348726863,0.494433234
9.21E-05,-0.277211867,0.505735414
