xI_actual,xI_real,xI_imag
0.000108249,-0.144925882,0.162232654
0.00010825,-0.186951916,0.160839207
0.000108251,-0.228320493,0.163544903
0.000108252,-0.266951542,0.170822337
0.000108253,-0.300883784,0.182433879
0.000108254,-0.328329179,0.197433303
0.000108255,-0.347804543,0.214231972
0.000108256,-0.358220884,0.230735817
0.000108257,-0.358926011,0.244549051
0.000108258,-0.349756643,0.253192766
0.000108259,-0.331064632,0.254384197
0.00010826,-0.303674791,0.246227072
0.000108261,-0.268851985,0.227457029
0.000108262,-0.228227915,0.197586203
0.000108263,-0.183669062,0.156999462
0.000108264,-0.137144237,0.106974306
0.000108265,-0.090609633,0.049588141
0.000108266,-0.045842582,-0.012368149
0.000108267,-0.004333225,-0.075620519
0.000108268,0.032818801,-0.136688422
0.000108269,0.064969236,-0.192077397
0.00010827,0.091944211,-0.238632888
0.000108271,0.113969432,-0.273737728
0.000108272,0.131631555,-0.295542871
0.000108273,0.145737212,-0.303095133
0.000108274,0.157156464,-0.29641447
0.000108275,0.166710197,-0.276490317
0.000108276,0.174962732,-0.245143947
0.000108277,0.182141591,-0.204918282
0.000108278,0.188076923,-0.158812605
0.000108279,0.19215379,-0.110063696
0.00010828,0.193366476,-0.061847001
0.000108281,0.19045665,-0.017044003
0.000108282,0.18199687,0.021988798
0.000108283,0.166676207,0.05357486
0.000108284,0.143438889,0.076806445
0.000108285,0.111729685,0.091566794
0.000108286,0.071645041,0.09846806
0.000108287,0.024036746,0.098721953
0.000108288,-0.029413449,0.093959517
0.000108289,-0.086278471,0.086011838
0.00010829,-0.143490004,0.076705819
0.000108291,-0.197544997,0.067632161
0.000108292,-0.24479391,0.060002805
0.000108293,-0.281704763,0.054486333
0.000108294,-0.305244465,0.051238922
0.000108295,-0.313105849,0.049833433
0.000108296,-0.304005706,0.049396103
0.000108297,-0.277798845,0.048737511
0.000108298,-0.235607325,0.04651569
0.000108299,-0.17974941,0.041435816
0.0001083,-0.113594994,0.032420365
0.000108301,-0.04134744,0.018807632
0.000108302,0.03227397,0.000378614
0.000108303,0.102395963,-0.022542472
0.000108304,0.164347797,-0.04912514
0.000108305,0.214047545,-0.078121872
0.000108306,0.248280096,-0.108013072
0.000108307,0.264969216,-0.137160819
0.000108308,0.263263012,-0.164029915
0.000108309,0.243621987,-0.187329721
0.00010831,0.207716075,-0.206171313
0.000108311,0.158284511,-0.22017148
0.000108312,0.098872463,-0.229466077
0.000108313,0.033551743,-0.234674569
0.000108314,-0.033400718,-0.236810549
0.000108315,-0.097824521,-0.237097747
0.000108316,-0.155963284,-0.236821909
0.000108317,-0.204708725,-0.237093437
0.000108318,-0.24176803,-0.238731192
0.000108319,-0.265749816,-0.242059057
0.00010832,-0.276192612,-0.246896168
0.000108321,-0.27349847,-0.252509205
0.000108322,-0.258829297,-0.257738586
0.000108323,-0.233936313,-0.261107516
0.000108324,-0.200991534,-0.261041166
0.000108325,-0.162356478,-0.256095213
0.000108326,-0.120444526,-0.245193301
0.000108327,-0.077534584,-0.227826989
0.000108328,-0.035628614,-0.204204067
0.000108329,0.003607822,-0.17531874
0.00010833,0.038902508,-0.142942071
0.000108331,0.069400592,-0.10945877
0.000108332,0.094632231,-0.077728198
0.000108333,0.114472885,-0.050744092
0.000108334,0.12906775,-0.031371386
0.000108335,0.138770572,-0.022005984
0.000108336,0.144092774,-0.024278279
0.000108337,0.145617829,-0.038838337
0.000108338,0.143920535,-0.065243703
0.000108339,0.139587643,-0.10191227
0.00010834,0.133138064,-0.146228498
0.000108341,0.125001297,-0.19476359
0.000108342,0.115547978,-0.243546823
0.000108343,0.105036306,-0.288456568
0.000108344,0.093670758,-0.325576556
0.000108345,0.081573427,-0.351575727
0.000108346,0.06882025,-0.364019856
0.000108347,0.055459303,-0.361565856
0.000108348,0.041533027,-0.344125555
0.000108349,0.027081872,-0.312786541
0.00010835,0.012217606,-0.269711058
0.000108351,-0.002949109,-0.217873215
0.000108352,-0.018183621,-0.16075733
0.000108353,-0.033210156,-0.101974409
0.000108354,-0.047678107,-0.044927932
0.000108355,-0.061145915,0.00757895
0.000108356,-0.073158179,0.053500527
0.000108357,-0.08323022,0.091761342
0.000108358,-0.090919021,0.122271655
0.000108359,-0.095812604,0.14584135
0.00010836,-0.09765937,0.163980397
0.000108361,-0.096305918,0.17864428
0.000108362,-0.091802049,0.191909474
0.000108363,-0.084388314,0.205659628
0.000108364,-0.074477201,0.221296144
0.000108365,-0.062674548,0.239509957
0.000108366,-0.049723925,0.260142576
0.000108367,-0.03643986,0.282235542
0.000108368,-0.023686416,0.304024636
0.000108369,-0.012286843,0.323211036
0.00010837,-0.002970908,0.337227141
0.000108371,0.003689241,0.343515862
0.000108372,0.007324954,0.33989938
0.000108373,0.0077648,0.324843639
0.000108374,0.005083457,0.297717751
0.000108375,-0.000439959,0.258897044
0.000108376,-0.008349622,0.209807263
0.000108377,-0.018051537,0.152836178
0.000108378,-0.028860951,0.091141349
0.000108379,-0.040079211,0.028389715
0.00010838,-0.051024618,-0.031593855
0.000108381,-0.061060443,-0.085154236
0.000108382,-0.0696695,-0.129128425
0.000108383,-0.076425334,-0.16110095
0.000108384,-0.0810037,-0.179603848
0.000108385,-0.083180812,-0.184203473
0.000108386,-0.082811765,-0.175469137
0.000108387,-0.079817176,-0.154852492
0.000108388,-0.074160995,-0.124498478
0.000108389,-0.065841416,-0.08697766
0.00010839,-0.05489456,-0.045015024
0.000108391,-0.04142198,-0.001198058
0.000108392,-0.02558618,0.042227189
0.000108393,-0.007646224,0.083549125
0.000108394,0.012013833,0.121647485
0.000108395,0.032847539,0.156027546
0.000108396,0.054192091,0.186709301
0.000108397,0.075235623,0.214103021
0.000108398,0.095045212,0.238802277
0.000108399,0.112652149,0.261393778
0.0001084,0.127100444,0.282254218
0.000108401,0.1375251,0.30141904
0.000108402,0.143258031,0.318501792
0.000108403,0.143885064,0.332664595
0.000108404,0.139332105,0.342682804
0.000108405,0.129890959,0.347119295
0.000108406,0.116226072,0.344490044
0.000108407,0.099378774,0.333480139
0.000108408,0.080671424,0.313179936
0.000108409,0.061602498,0.283270375
0.00010841,0.043790064,0.244152858
0.000108411,0.02874527,0.197034506
0.000108412,0.017848124,0.143903344
0.000108413,0.012129674,0.087375256
0.000108414,0.012234917,0.030563019
0.000108415,0.018351421,-0.023230054
0.000108416,0.030182003,-0.070764187
0.000108417,0.046986951,-0.109181945
0.000108418,0.067656594,-0.136277142
0.000108419,0.090782698,-0.150702007
0.00010842,0.114831209,-0.15211662
0.000108421,0.138237583,-0.14122522
0.000108422,0.1595578,-0.119723549
0.000108423,0.177593952,-0.090136884
0.000108424,0.191439771,-0.055607908
0.000108425,0.200580655,-0.01957637
0.000108426,0.204863777,0.014531476
0.000108427,0.204493827,0.043588485
0.000108428,0.199961736,0.065096244
0.000108429,0.191964497,0.077372311
0.00010843,0.181324098,0.079689874
0.000108431,0.168870667,0.072308421
0.000108432,0.155373108,0.056421415
0.000108433,0.141496954,0.034008132
0.000108434,0.127717743,0.007599836
0.000108435,0.114366057,-0.019974242
0.000108436,0.101621174,-0.045891663
0.000108437,0.08953433,-0.067630441
0.000108438,0.078084407,-0.083158159
0.000108439,0.067230118,-0.091168374
0.00010844,0.056906542,-0.09113714
0.000108441,0.04710164,-0.0833866
0.000108442,0.0378199,-0.068967303
0.000108443,0.029067499,-0.049541228
0.000108444,0.020823414,-0.027198443
0.000108445,0.013004352,-0.004211437
0.000108446,0.005412189,0.017199604
0.000108447,-0.002313079,0.035071342
0.000108448,-0.010658378,0.047851153
0.000108449,-0.020274109,0.054550302
0.00010845,-0.031899613,0.054761197
0.000108451,-0.046271778,0.048629469
0.000108452,-0.064030546,0.036789772
0.000108453,-0.085625582,0.020222316
0.000108454,-0.111152355,5.25E-05
0.000108455,-0.140280226,-0.022550357
0.000108456,-0.172172257,-0.046590243
0.000108457,-0.205484612,-0.071365256
0.000108458,-0.238361338,-0.096471608
0.000108459,-0.268575886,-0.12189021
0.00010846,-0.293665548,-0.147890246
0.000108461,-0.311133167,-0.17495538
0.000108462,-0.318688914,-0.203597387
0.000108463,-0.314505262,-0.234240909
0.000108464,-0.297412837,-0.267015225
0.000108465,-0.267117097,-0.301649245
0.000108466,-0.224299263,-0.337384298
0.000108467,-0.170648968,-0.372919397
0.000108468,-0.10882326,-0.406515115
0.000108469,-0.042275925,-0.43605468
0.00010847,0.024977192,-0.459259534
0.000108471,0.088619227,-0.47392314
0.000108472,0.144439398,-0.478166963
0.000108473,0.188640167,-0.470664229
0.000108474,0.218152258,-0.450887884
0.000108475,0.230956978,-0.419231064
0.000108476,0.226193734,-0.377089853
0.000108477,0.204309432,-0.326816344
0.000108478,0.166965978,-0.271589933
0.000108479,0.116931528,-0.215166927
0.00010848,0.057810485,-0.161577175
0.000108481,-0.006258423,-0.114758611
0.000108482,-0.070998189,-0.078187875
0.000108483,-0.132337849,-0.054493439
0.000108484,-0.186786856,-0.04521189
0.000108485,-0.231727196,-0.050531431
0.000108486,-0.265595708,-0.069275369
0.000108487,-0.287971664,-0.098916646
0.000108488,-0.299613181,-0.135769528
0.000108489,-0.302250024,-0.17532929
0.00010849,-0.298406892,-0.21264317
0.000108491,-0.291069472,-0.242816621
0.000108492,-0.283384671,-0.261446757
0.000108493,-0.278272429,-0.265087462
0.000108494,-0.27814046,-0.251626027
0.000108495,-0.284619619,-0.220490287
0.000108496,-0.298381361,-0.172783786
0.000108497,-0.31909782,-0.111215382
0.000108498,-0.345457226,-0.039868134
0.000108499,-0.375313117,0.036141579
0.0001085,-0.405893955,0.111128774
0.000108501,-0.434096462,0.179369515
0.000108502,-0.456788933,0.235622753
0.000108503,-0.471138529,0.275648005
0.000108504,-0.47486602,0.296594422
0.000108505,-0.466502203,0.297291782
0.000108506,-0.445496403,0.278348185
0.000108507,-0.412304638,0.242115163
0.000108508,-0.368320278,0.192473725
0.000108509,-0.315778696,0.134458338
0.00010851,-0.257542375,0.073811071
0.000108511,-0.196862538,0.016447294
0.000108512,-0.137098901,-0.032111092
0.000108513,-0.081438622,-0.067183487
0.000108514,-0.032653377,-0.085382156
0.000108515,0.007112595,-0.084872407
0.000108516,0.03647696,-0.065507296
0.000108517,0.054907976,-0.028787703
0.000108518,0.062725863,0.022277018
0.000108519,0.061024903,0.083506003
0.00010852,0.051549479,0.149965688
0.000108521,0.036518348,0.216356773
0.000108522,0.018432649,0.27753837
0.000108523,-0.000159304,0.328910025
0.000108524,-0.016841622,0.366760784
0.000108525,-0.029531823,0.38850562
0.000108526,-0.036623514,0.392794085
0.000108527,-0.037081334,0.379540617
0.000108528,-0.030488386,0.349781026
0.000108529,-0.01709408,0.305460408
0.00010853,0.002277831,0.24923361
0.000108531,0.02629568,0.184128254
0.000108532,0.053218346,0.113311715
0.000108533,0.081047987,0.039847548
0.000108534,0.107685458,-0.033488888
0.000108535,0.131059067,-0.104284086
0.000108536,0.149297813,-0.170555276
0.000108537,0.160856585,-0.23068278
0.000108538,0.164630243,-0.283371781
0.000108539,0.160017466,-0.327535875
0.00010854,0.14699366,-0.362211706
0.000108541,0.12612841,-0.386499306
0.000108542,0.098538017,-0.399557113
0.000108543,0.065828504,-0.400573652
0.000108544,0.030029265,-0.388911106
0.000108545,-0.00658158,-0.364179154
0.000108546,-0.041599568,-0.326399707
0.000108547,-0.072664954,-0.276111691
0.000108548,-0.097649304,-0.214546631
0.000108549,-0.114788927,-0.1436266
0.00010855,-0.122850108,-0.066015633
0.000108551,-0.121237376,0.015027348
0.000108552,-0.110038305,0.095756484
0.000108553,-0.090058933,0.172220742
0.000108554,-0.062768836,0.240544824
0.000108555,-0.030201066,0.29724259
0.000108556,0.005176594,0.339531439
0.000108557,0.040681235,0.365609891
0.000108558,0.073612163,0.374832018
0.000108559,0.101485677,0.36780883
0.00010856,0.122237722,0.346382486
0.000108561,0.134423338,0.313461239
0.000108562,0.1373437,0.272804781
0.000108563,0.131146681,0.228649621
0.000108564,0.116807122,0.185315445
0.000108565,0.096094271,0.146826613
0.000108566,0.071397103,0.116519043
0.000108567,0.045558141,0.096717862
0.000108568,0.021627189,0.088537186
0.000108569,0.002607894,0.09180823
0.00010857,-0.008812019,0.105117038
0.000108571,-0.01048547,0.125983506
0.000108572,-0.001000261,0.151154254
0.000108573,0.020200175,0.176969786
0.000108574,0.05276604,0.19978705
0.000108575,0.095471992,0.216362822
0.000108576,0.146327537,0.224231972
0.000108577,0.202737179,0.221992174
0.000108578,0.261715791,0.209430132
0.000108579,0.320164826,0.187599142
0.00010858,0.37505268,0.158682683
0.000108581,0.423695392,0.125802901
0.000108582,0.463917517,0.09267706
0.000108583,0.494151553,0.063248057
0.000108584,0.513498382,0.041278708
0.000108585,0.521704806,0.029960936
0.000108586,0.519116708,0.031589279
0.000108587,0.506479719,0.047320771
0.000108588,0.484833369,0.077031973
0.000108589,0.455310275,0.11933934
0.00010859,0.418986623,0.171694299
0.000108591,0.376760481,0.230597448
0.000108592,0.329272583,0.291899845
0.000108593,0.276908086,0.351188466
0.000108594,0.219828938,0.404111386
0.000108595,0.158075375,0.446753924
0.000108596,0.091721675,0.475922676
0.000108597,0.021033794,0.489415852
0.000108598,-0.053380334,0.486103195
0.000108599,-0.130422325,0.466054236
0.0001086,-0.208429712,0.430420712
0.000108601,-0.285162833,0.381358926
0.000108602,-0.357853878,0.321837546
0.000108603,-0.423355032,0.255357179
0.000108604,-0.478325604,0.185734916
0.000108605,-0.519524632,0.116839043
0.000108606,-0.544071669,0.05230499
0.000108607,-0.54972941,-0.004637978
0.000108608,-0.535189371,-0.051380004
0.000108609,-0.500249823,-0.086063165
0.00010861,-0.445914319,-0.107627841
0.000108611,-0.374428431,-0.11591858
0.000108612,-0.289189009,-0.111591417
0.000108613,-0.194503392,-0.096140153
0.000108614,-0.095340815,-0.071767978
0.000108615,0.00301841,-0.041272154
0.000108616,0.095396549,-0.007876943
0.000108617,0.177083535,0.024942429
0.000108618,0.244192001,0.053691041
0.000108619,0.29393726,0.075031948
0.00010862,0.324817135,0.086090684
0.000108621,0.336687731,0.084616043
0.000108622,0.330727569,0.069232237
0.000108623,0.309258115,0.039560357
0.000108624,0.275532816,-0.003644281
0.000108625,0.23337316,-0.058486521
0.000108626,0.186845021,-0.121969934
0.000108627,0.13988855,-0.190172019
0.000108628,0.095970555,-0.258438581
0.000108629,0.057825837,-0.321740475
0.00010863,0.027292845,-0.375038417
0.000108631,0.005194464,-0.413695518
0.000108632,-0.008629455,-0.43389503
0.000108633,-0.01520375,-0.432991566
0.000108634,-0.01626116,-0.409824827
0.000108635,-0.013948885,-0.364912384
0.000108636,-0.010590325,-0.300460327
0.000108637,-0.00839947,-0.220335489
0.000108638,-0.009243357,-0.129736414
0.000108639,-0.014453549,-0.034889193
0.00010864,-0.02468465,0.057495045
0.000108641,-0.039891322,0.140744352
0.000108642,-0.059359528,0.20882522
0.000108643,-0.081794704,0.256870788
0.000108644,-0.105484007,0.281596329
0.000108645,-0.12849799,0.281706124
0.000108646,-0.148888589,0.257928792
0.000108647,-0.16486826,0.213087907
0.000108648,-0.174994641,0.151789451
0.000108649,-0.178310678,0.080093733
0.00010865,-0.174376463,0.004924309
0.000108651,-0.163299095,-0.066535568
0.000108652,-0.145708504,-0.127486973
0.000108653,-0.122671609,-0.172178412
0.000108654,-0.095572746,-0.196406359
0.000108655,-0.065954972,-0.197916396
0.000108656,-0.035437223,-0.176630955
0.000108657,-0.005543596,-0.134647275
0.000108658,0.022409787,-0.075997503
0.000108659,0.047358931,-0.006345308
0.00010866,0.068579584,0.067633972
0.000108661,0.085686326,0.138816927
0.000108662,0.098614738,0.200361096
0.000108663,0.107608706,0.24628887
0.000108664,0.113137883,0.272080507
0.000108665,0.115849265,0.275080901
0.000108666,0.116483838,0.254679266
0.000108667,0.115816182,0.212404623
0.000108668,0.114598582,0.151720838
0.000108669,0.113450724,0.077660013
0.00010867,0.112869569,-0.003646106
0.000108671,0.113161511,-0.085581778
0.000108672,0.114410286,-0.16164821
0.000108673,0.116454196,-0.226096389
0.000108674,0.118930944,-0.274410765
0.000108675,0.121236168,-0.303719142
0.000108676,0.122595324,-0.313000308
0.000108677,0.122077718,-0.303109087
0.000108678,0.118712438,-0.276650957
0.000108679,0.111526992,-0.237658601
0.00010868,0.099659186,-0.191142789
0.000108681,0.082455781,-0.142582822
0.000108682,0.05955251,-0.097365395
0.000108683,0.030988345,-0.060258767
0.000108684,-0.002781764,-0.034959737
0.000108685,-0.040838446,-0.02376537
0.000108686,-0.081828645,-0.027378781
0.000108687,-0.124018837,-0.044895536
0.000108688,-0.165416021,-0.073950979
0.000108689,-0.203892122,-0.110992186
0.00010869,-0.237375049,-0.151694703
0.000108691,-0.264007157,-0.191400463
0.000108692,-0.282356981,-0.225664997
0.000108693,-0.291549977,-0.250679875
0.000108694,-0.291370701,-0.263722302
0.000108695,-0.28232907,-0.263389804
0.000108696,-0.265640594,-0.249815298
0.000108697,-0.243120008,-0.22464191
0.000108698,-0.217036534,-0.190859853
0.000108699,-0.189920018,-0.1525776
0.0001087,-0.164263677,-0.114576306
0.000108701,-0.14231124,-0.081869571
0.000108702,-0.125809304,-0.059188224
0.000108703,-0.115786814,-0.050549256
0.000108704,-0.112470514,-0.05877264
0.000108705,-0.115168807,-0.085224771
0.000108706,-0.122431296,-0.129592359
0.000108707,-0.132076222,-0.189887429
0.000108708,-0.141506272,-0.262516924
0.000108709,-0.147956559,-0.342589672
0.00010871,-0.148795435,-0.424294233
0.000108711,-0.141885729,-0.501373289
0.000108712,-0.1258504,-0.567639803
0.000108713,-0.100218113,-0.617532144
0.000108714,-0.065618943,-0.646589749
0.000108715,-0.023749933,-0.651840476
0.000108716,0.022750743,-0.632094753
0.000108717,0.070524182,-0.588063912
0.000108718,0.115802785,-0.522326889
0.000108719,0.154747767,-0.439108864
0.00010872,0.183893537,-0.343978957
0.000108721,0.200481174,-0.243334809
0.000108722,0.2027667,-0.143934204
0.000108723,0.190241365,-0.052266596
0.000108724,0.163745219,0.025972719
0.000108725,0.125393767,0.086307393
0.000108726,0.078442783,0.125941384
0.000108727,0.027014931,0.14388803
0.000108728,-0.02430772,0.14106724
0.000108729,-0.070878105,0.120173485
0.00010873,-0.108411011,0.085376575
0.000108731,-0.13339956,0.041964903
0.000108732,-0.143427464,-0.004239995
0.000108733,-0.137411186,-0.047384763
0.000108734,-0.115688435,-0.082155529
0.000108735,-0.079979158,-0.10427236
0.000108736,-0.033227223,-0.110873537
0.000108737,0.020673402,-0.100765726
0.000108738,0.077244547,-0.074522269
0.000108739,0.131817376,-0.034360791
0.00010874,0.179928629,0.016086908
0.000108741,0.217729358,0.072170755
0.000108742,0.242281203,0.128715399
0.000108743,0.25174357,0.180547633
0.000108744,0.24553768,0.223038202
0.000108745,0.224293144,0.252573553
0.000108746,0.18976568,0.26690944
0.000108747,0.14460509,0.265422514
0.000108748,0.092109549,0.249128164
0.000108749,0.035899857,0.220588568
0.00010875,-0.020374175,0.183624595
0.000108751,-0.073321345,0.142909997
0.000108752,-0.120091386,0.103499944
0.000108753,-0.158480379,0.07026968
0.000108754,-0.187092296,0.047405857
0.000108755,-0.205317357,0.037997803
0.000108756,-0.213297579,0.043648408
0.000108757,-0.211815371,0.06438102
0.000108758,-0.202175242,0.098573677
0.000108759,-0.185978701,0.143130445
0.00010876,-0.164986043,0.193843303
0.000108761,-0.140921536,0.245753548
0.000108762,-0.115370239,0.293724626
0.000108763,-0.089676551,0.332928467
0.000108764,-0.064845129,0.359348198
0.000108765,-0.041574571,0.370190107
0.000108766,-0.020220408,0.364167441
0.000108767,-0.000887668,0.341612285
0.000108768,0.016535656,0.304432604
0.000108769,0.032278888,0.255941996
0.00010877,0.046628078,0.20049791
0.000108771,0.059828847,0.143041622
0.000108772,0.072010099,0.088661702
0.000108773,0.083145176,0.042022238
0.000108774,0.093007298,0.006984069
0.000108775,0.101145313,-0.013794744
0.000108776,0.106875814,-0.019087394
0.000108777,0.109360228,-0.009137782
0.000108778,0.107576179,0.014366762
0.000108779,0.100428931,0.048545891
0.00010878,0.086849066,0.089676156
0.000108781,0.065836932,0.133553769
0.000108782,0.036652676,0.175996115
0.000108783,-0.001141786,0.213243607
0.000108784,-0.047538219,0.242342966
0.000108785,-0.102021169,0.261402592
0.000108786,-0.163485423,0.269775364
0.000108787,-0.230243912,0.268040068
0.000108788,-0.300029655,0.257887416
0.000108789,-0.370126496,0.241899309
0.00010879,-0.437424764,0.223195315
0.000108791,-0.498678318,0.205084211
0.000108792,-0.550683929,0.190651121
0.000108793,-0.590507836,0.182431747
0.000108794,-0.615757287,0.182123197
0.000108795,-0.624756201,0.190405669
0.000108796,-0.616747815,0.20689101
0.000108797,-0.591968569,0.230149331
0.000108798,-0.55172096,0.257934916
0.000108799,-0.498255061,0.287404692
0.0001088,-0.4346572,0.315414878
0.000108801,-0.364621354,0.338933772
0.000108802,-0.292160642,0.355291802
0.000108803,-0.221250357,0.36247713
0.000108804,-0.155564984,0.35933173
0.000108805,-0.098104352,0.345633142
0.000108806,-0.051017215,0.322101771
0.000108807,-0.015381186,0.290237344
0.000108808,0.008815586,0.252160458
0.000108809,0.022655976,0.210328824
0.00010881,0.028116908,0.167273292
0.000108811,0.027862074,0.125292557
0.000108812,0.024897626,0.086217576
0.000108813,0.022259814,0.051246727
0.000108814,0.022671193,0.020862294
0.000108815,0.028236521,-0.005134232
0.000108816,0.040228826,-0.027574161
0.000108817,0.058964386,-0.047673683
0.000108818,0.08375654,-0.066820423
0.000108819,0.113043149,-0.086293698
0.00010882,0.144554273,-0.107023474
0.000108821,0.175573774,-0.129356983
0.000108822,0.20329022,-0.152916851
0.000108823,0.225063147,-0.176554062
0.000108824,0.238805021,-0.19840881
0.000108825,0.243127536,-0.216049675
0.000108826,0.237538859,-0.226728268
0.000108827,0.222500277,-0.227704893
0.000108828,0.199340031,-0.216560289
0.000108829,0.170082559,-0.191541733
0.00010883,0.137255255,-0.151906926
0.000108831,0.103549141,-0.098040645
0.000108832,0.071538908,-0.031656503
0.000108833,0.043415853,0.044298399
0.000108834,0.020728959,0.125762284
0.000108835,0.004289026,0.207845603
0.000108836,-0.005915412,0.285214745
0.000108837,-0.010636359,0.352546673
0.000108838,-0.011222035,0.404987864
0.000108839,-0.009405613,0.438599575
0.00010884,-0.007030319,0.450757109
0.000108841,-0.005776974,0.440446643
0.000108842,-0.00693013,0.408363866
0.000108843,-0.011188595,0.356937143
0.000108844,-0.018563599,0.290122219
0.000108845,-0.028367551,0.213120078
0.000108846,-0.039343321,0.131917456
0.000108847,-0.049769164,0.052782164
0.000108848,-0.057790821,-0.018287075
0.000108849,-0.061649155,-0.076085094
0.00010885,-0.059954885,-0.116619231
0.000108851,-0.05192896,-0.137526087
0.000108852,-0.037567406,-0.138194172
0.000108853,-0.017719715,-0.119811246
0.000108854,0.005968399,-0.085238074
0.000108855,0.031181774,-0.038733674
0.000108856,0.055159408,0.014502649
0.000108857,0.07502038,0.068771673
0.000108858,0.088055374,0.118460418
0.000108859,0.092075013,0.158481485
0.00010886,0.085638165,0.184789057
0.000108861,0.068303068,0.194659873
0.000108862,0.040678868,0.186931092
0.000108863,0.004402666,0.162022386
0.000108864,-0.037998946,0.12183448
0.000108865,-0.083341978,0.069526497
0.000108866,-0.12811829,0.009143349
0.000108867,-0.168817048,-0.054781076
0.000108868,-0.202326546,-0.117684281
0.000108869,-0.226175653,-0.175367399
0.00010887,-0.238820325,-0.224363297
0.000108871,-0.239748412,-0.262203405
0.000108872,-0.22946965,-0.287539652
0.000108873,-0.209475439,-0.300179351
0.000108874,-0.181973745,-0.300976268
0.000108875,-0.149621348,-0.291629359
0.000108876,-0.11523345,-0.274399433
0.000108877,-0.081425771,-0.251831023
0.000108878,-0.050354483,-0.226421747
0.000108879,-0.023491015,-0.200385062
0.00010888,-0.00151161,-0.175410852
0.000108881,0.015693052,-0.152587368
0.000108882,0.028949702,-0.132361995
0.000108883,0.039564012,-0.114628614
0.000108884,0.049094633,-0.098843039
0.000108885,0.059045077,-0.084240594
0.000108886,0.070560036,-0.070035088
0.000108887,0.084245666,-0.055647279
0.000108888,0.099956773,-0.040847193
0.000108889,0.116780468,-0.02586773
0.00010889,0.133106013,-0.01143822
0.000108891,0.146800164,0.001265556
0.000108892,0.155466151,0.010757765
0.000108893,0.156788917,0.015409626
0.000108894,0.148878854,0.013692724
0.000108895,0.130601278,0.004345911
0.000108896,0.101862774,-0.013353985
0.000108897,0.063730298,-0.039484739
0.000108898,0.018468478,-0.073393631
0.000108899,-0.03054882,-0.11366929
0.0001089,-0.079138159,-0.158255727
0.000108901,-0.122645285,-0.204561386
0.000108902,-0.156413231,-0.249697755
0.000108903,-0.176238123,-0.290698688
0.000108904,-0.178890927,-0.324792493
0.000108905,-0.16248085,-0.349602706
0.000108906,-0.12673044,-0.363322173
0.000108907,-0.073122214,-0.364881414
0.000108908,-0.004855255,-0.353950832
0.000108909,0.073388358,-0.330942086
0.00010891,0.155811716,-0.296908727
0.000108911,0.236021349,-0.253446015
0.000108912,0.307555137,-0.202511875
0.000108913,0.36456403,-0.146251283
0.000108914,0.402275745,-0.086875337
0.000108915,0.417542406,-0.026519167
0.000108916,0.409068604,0.032807904
0.000108917,0.377595796,0.089278156
0.000108918,0.325819008,0.141221215
0.000108919,0.258124583,0.187091112
0.00010892,0.180168307,0.22540934
0.000108921,0.098341488,0.254773693
0.000108922,0.019137638,0.273772001
0.000108923,-0.051473816,0.281082462
0.000108924,-0.108613266,0.275506057
0.000108925,-0.148940661,0.256114068
0.000108926,-0.170951973,0.222387726
0.000108927,-0.175091094,0.174393488
0.000108928,-0.163657032,0.112965592
0.000108929,-0.140517901,0.039801638
0.00010893,-0.110632847,-0.042441567
0.000108931,-0.079563026,-0.130185809
0.000108932,-0.052799883,-0.219045753
0.000108933,-0.035184022,-0.304049223
0.000108934,-0.030371431,-0.379958326
0.000108935,-0.040410449,-0.441657321
0.000108936,-0.065518001,-0.484564713
0.000108937,-0.104044087,-0.505079936
0.000108938,-0.152550699,-0.500942902
0.000108939,-0.206224655,-0.471554693
0.00010894,-0.25929968,-0.418108662
0.000108941,-0.305673498,-0.343613418
0.000108942,-0.339502199,-0.252763682
0.000108943,-0.35580289,-0.151625682
0.000108944,-0.35098603,-0.047150796
0.000108945,-0.323252595,0.05331135
0.000108946,-0.272800903,0.142636124
0.000108947,-0.201866274,0.214531248
0.000108948,-0.1145537,0.264055325
0.000108949,-0.016525673,0.288026146
0.00010895,0.085501244,0.285314
0.000108951,0.184288717,0.256902051
0.000108952,0.272745134,0.205752444
0.000108953,0.344456248,0.136583268
0.000108954,0.394253798,0.055322343
0.000108955,0.418591765,-0.03133996
0.000108956,0.4158203,-0.11665932
0.000108957,0.386247726,-0.194376305
0.000108958,0.332049448,-0.259254919
0.000108959,0.257036819,-0.307538533
0.00010896,0.166275639,-0.337172305
0.000108961,0.065592884,-0.347881426
0.000108962,-0.038908606,-0.341103102
0.000108963,-0.141356869,-0.319680852
0.000108964,-0.236549099,-0.287457198
0.000108965,-0.320340899,-0.248838437
0.000108966,-0.389847347,-0.208205572
0.000108967,-0.443578078,-0.169481522
0.000108968,-0.481400736,-0.135655692
0.000108969,-0.504362731,-0.108548742
0.00010897,-0.514463508,-0.088635376
0.000108971,-0.514315815,-0.075084334
0.000108972,-0.50679308,-0.065886736
0.000108973,-0.494652912,-0.058237252
0.000108974,-0.480277193,-0.048867862
0.000108975,-0.465373542,-0.034540538
0.000108976,-0.45088003,-0.012461484
0.000108977,-0.436861004,0.019309612
0.000108978,-0.422610836,0.061582995
0.000108979,-0.40678271,0.113858149
0.00010898,-0.387604009,0.174318329
0.000108981,-0.36314159,0.239962529
0.000108982,-0.331612402,0.306834988
